,subject_id,trial_index,condition,pal_source,order_num,category,repetition,answer,bar_col,response,accuracy,total_accuracy,rt,concreteness_cond,context,concept_cat,con_pal_conc,pairing_concreteness,pair_labels
35,08ghd74tvd,49,1,"""uw_711""",3,"""p1""",0,cherry,#ea1d1d,cherry,1,4.0,6988.0,conc,within,fruits,1p1cherry,conc,fruit2
36,08ghd74tvd,50,1,"""uw_711""",3,"""p5""",0,cherry,#ea1d1d,cherry,1,4.0,14236.0,mix,across,fruits,1p5cherry,abs,fruit2
37,08ghd74tvd,50,1,"""uw_711""",3,"""p5""",0,working,#3b3b3b,working,1,4.0,14236.0,mix,across,activities,1p5working,conc,act2
38,08ghd74tvd,50,1,"""uw_711""",3,"""p5""",0,peach,#f1a78a,peach,1,4.0,14236.0,mix,across,fruits,1p5peach,abs,fruit2
39,08ghd74tvd,50,1,"""uw_711""",3,"""p5""",0,leisure,#d5a9e4,leisure,1,4.0,14236.0,mix,across,activities,1p5leisure,conc,act2
44,08ghd74tvd,53,1,"""uw_710""",3,"""p2""",1,sleeping,#1c3d61,sleeping,1,4.0,11664.0,mix,across,activities,1p2sleeping,conc,act1
45,08ghd74tvd,53,1,"""uw_710""",3,"""p2""",1,banana,#d0b85a,banana,1,4.0,11664.0,mix,across,fruits,1p2banana,abs,fruit1
46,08ghd74tvd,53,1,"""uw_710""",3,"""p2""",1,driving,#ea1d1d,driving,1,4.0,11664.0,mix,across,activities,1p2driving,conc,act1
47,08ghd74tvd,53,1,"""uw_710""",3,"""p2""",1,grape,#b62ef2,grape,1,4.0,11664.0,mix,across,fruits,1p2grape,abs,fruit1
48,08ghd74tvd,54,1,"""uw_710""",3,"""p3""",1,working,#3b3b3b,working,1,2.0,11842.0,abs,within,activities,1p3working,abs,act2
49,08ghd74tvd,54,1,"""uw_710""",3,"""p3""",1,efficiency,#ffffff,speed,0,2.0,11842.0,abs,within,features,1p3efficiency,abs,feat1
50,08ghd74tvd,54,1,"""uw_710""",3,"""p3""",1,leisure,#90689f,leisure,1,2.0,11842.0,abs,within,activities,1p3leisure,abs,act2
51,08ghd74tvd,54,1,"""uw_710""",3,"""p3""",1,speed,#e81a4b,efficiency,0,2.0,11842.0,abs,within,features,1p3speed,abs,feat1
52,08ghd74tvd,55,1,"""uw_710""",3,"""p8""",1,sleeping,#000000,sleeping,1,4.0,13281.0,abs,within,activities,1p8sleeping,abs,act1
53,08ghd74tvd,55,1,"""uw_710""",3,"""p8""",1,comfort,#a06776,comfort,1,4.0,13281.0,abs,within,features,1p8comfort,abs,feat2
54,08ghd74tvd,55,1,"""uw_710""",3,"""p8""",1,driving,#ea1d1d,driving,1,4.0,13281.0,abs,within,activities,1p8driving,abs,act1
55,08ghd74tvd,55,1,"""uw_710""",3,"""p8""",1,safety,#d0e942,safety,1,4.0,13281.0,abs,within,features,1p8safety,abs,feat2
56,08ghd74tvd,56,1,"""uw_710""",3,"""p4""",1,safety,#d0e942,safety,1,4.0,6701.0,mix,across,features,1p4safety,conc,feat2
57,08ghd74tvd,56,1,"""uw_710""",3,"""p4""",1,celery,#0e8a19,celery,1,4.0,6701.0,mix,across,vegetables,1p4celery,abs,veg2
58,08ghd74tvd,56,1,"""uw_710""",3,"""p4""",1,comfort,#a06776,comfort,1,4.0,6701.0,mix,across,features,1p4comfort,conc,feat2
59,08ghd74tvd,56,1,"""uw_710""",3,"""p4""",1,eggplant,#600b84,eggplant,1,4.0,6701.0,mix,across,vegetables,1p4eggplant,abs,veg2
60,08ghd74tvd,57,1,"""uw_710""",3,"""p1""",1,peach,#f1a78a,peach,1,4.0,7333.0,conc,within,fruits,1p1peach,conc,fruit2
61,08ghd74tvd,57,1,"""uw_710""",3,"""p1""",1,carrot,#cc4f1b,carrot,1,4.0,7333.0,conc,within,vegetables,1p1carrot,conc,veg1
62,08ghd74tvd,57,1,"""uw_710""",3,"""p1""",1,cherry,#ea1d1d,cherry,1,4.0,7333.0,conc,within,fruits,1p1cherry,conc,fruit2
63,08ghd74tvd,57,1,"""uw_710""",3,"""p1""",1,corn,#d5b811,corn,1,4.0,7333.0,conc,within,vegetables,1p1corn,conc,veg1
64,08ghd74tvd,58,1,"""uw_710""",3,"""p5""",1,working,#3b3b3b,working,1,4.0,9552.0,mix,across,activities,1p5working,conc,act2
65,08ghd74tvd,58,1,"""uw_710""",3,"""p5""",1,cherry,#ea1d1d,cherry,1,4.0,9552.0,mix,across,fruits,1p5cherry,abs,fruit2
66,08ghd74tvd,58,1,"""uw_710""",3,"""p5""",1,leisure,#d5a9e4,leisure,1,4.0,9552.0,mix,across,activities,1p5leisure,conc,act2
67,08ghd74tvd,58,1,"""uw_710""",3,"""p5""",1,peach,#f1a78a,peach,1,4.0,9552.0,mix,across,fruits,1p5peach,abs,fruit2
68,08ghd74tvd,59,1,"""uw_710""",3,"""p6""",1,grape,#5e2b3a,grape,1,4.0,5438.0,conc,within,fruits,1p6grape,conc,fruit1
69,08ghd74tvd,59,1,"""uw_710""",3,"""p6""",1,banana,#fcdb42,banana,1,4.0,5438.0,conc,within,fruits,1p6banana,conc,fruit1
70,08ghd74tvd,59,1,"""uw_710""",3,"""p6""",1,celery,#8cf47e,celery,1,4.0,5438.0,conc,within,vegetables,1p6celery,conc,veg2
71,08ghd74tvd,59,1,"""uw_710""",3,"""p6""",1,eggplant,#000000,eggplant,1,4.0,5438.0,conc,within,vegetables,1p6eggplant,conc,veg2
72,08ghd74tvd,60,1,"""uw_710""",3,"""p7""",1,speed,#e81a4b,speed,1,4.0,9250.0,mix,across,features,1p7speed,conc,feat1
73,08ghd74tvd,60,1,"""uw_710""",3,"""p7""",1,carrot,#ac6619,carrot,1,4.0,9250.0,mix,across,vegetables,1p7carrot,abs,veg1
74,08ghd74tvd,60,1,"""uw_710""",3,"""p7""",1,corn,#d0b85a,corn,1,4.0,9250.0,mix,across,vegetables,1p7corn,abs,veg1
75,08ghd74tvd,60,1,"""uw_710""",3,"""p7""",1,efficiency,#5e78a1,efficiency,1,4.0,9250.0,mix,across,features,1p7efficiency,conc,feat1
80,08ghd74tvd,63,1,"""uw_711""",0,"""p8""",2,sleeping,#000000,comfort,0,2.0,11974.0,abs,within,activities,1p8sleeping,abs,act1
81,08ghd74tvd,63,1,"""uw_711""",0,"""p8""",2,safety,#d0e942,safety,1,2.0,11974.0,abs,within,features,1p8safety,abs,feat2
82,08ghd74tvd,63,1,"""uw_711""",0,"""p8""",2,driving,#ea1d1d,driving,1,2.0,11974.0,abs,within,activities,1p8driving,abs,act1
83,08ghd74tvd,63,1,"""uw_711""",0,"""p8""",2,comfort,#a06776,sleeping,0,2.0,11974.0,abs,within,features,1p8comfort,abs,feat2
84,08ghd74tvd,64,1,"""uw_711""",0,"""p7""",2,speed,#e81a4b,efficiency,0,2.0,14861.0,mix,across,features,1p7speed,conc,feat1
85,08ghd74tvd,64,1,"""uw_711""",0,"""p7""",2,efficiency,#5e78a1,speed,0,2.0,14861.0,mix,across,features,1p7efficiency,conc,feat1
86,08ghd74tvd,64,1,"""uw_711""",0,"""p7""",2,corn,#d0b85a,corn,1,2.0,14861.0,mix,across,vegetables,1p7corn,abs,veg1
87,08ghd74tvd,64,1,"""uw_711""",0,"""p7""",2,carrot,#ac6619,carrot,1,2.0,14861.0,mix,across,vegetables,1p7carrot,abs,veg1
88,08ghd74tvd,65,1,"""uw_711""",0,"""p3""",2,working,#3b3b3b,working,1,4.0,8832.0,abs,within,activities,1p3working,abs,act2
89,08ghd74tvd,65,1,"""uw_711""",0,"""p3""",2,speed,#e81a4b,speed,1,4.0,8832.0,abs,within,features,1p3speed,abs,feat1
90,08ghd74tvd,65,1,"""uw_711""",0,"""p3""",2,leisure,#90689f,leisure,1,4.0,8832.0,abs,within,activities,1p3leisure,abs,act2
91,08ghd74tvd,65,1,"""uw_711""",0,"""p3""",2,efficiency,#ffffff,efficiency,1,4.0,8832.0,abs,within,features,1p3efficiency,abs,feat1
92,08ghd74tvd,66,1,"""uw_711""",0,"""p6""",2,grape,#5e2b3a,grape,1,4.0,6595.0,conc,within,fruits,1p6grape,conc,fruit1
93,08ghd74tvd,66,1,"""uw_711""",0,"""p6""",2,eggplant,#000000,eggplant,1,4.0,6595.0,conc,within,vegetables,1p6eggplant,conc,veg2
94,08ghd74tvd,66,1,"""uw_711""",0,"""p6""",2,celery,#8cf47e,celery,1,4.0,6595.0,conc,within,vegetables,1p6celery,conc,veg2
95,08ghd74tvd,66,1,"""uw_711""",0,"""p6""",2,banana,#fcdb42,banana,1,4.0,6595.0,conc,within,fruits,1p6banana,conc,fruit1
96,08ghd74tvd,67,1,"""uw_711""",0,"""p5""",2,working,#3b3b3b,working,1,4.0,8032.0,mix,across,activities,1p5working,conc,act2
97,08ghd74tvd,67,1,"""uw_711""",0,"""p5""",2,peach,#f1a78a,peach,1,4.0,8032.0,mix,across,fruits,1p5peach,abs,fruit2
98,08ghd74tvd,67,1,"""uw_711""",0,"""p5""",2,leisure,#d5a9e4,leisure,1,4.0,8032.0,mix,across,activities,1p5leisure,conc,act2
99,08ghd74tvd,67,1,"""uw_711""",0,"""p5""",2,cherry,#ea1d1d,cherry,1,4.0,8032.0,mix,across,fruits,1p5cherry,abs,fruit2
100,08ghd74tvd,68,1,"""uw_711""",0,"""p2""",2,sleeping,#1c3d61,sleeping,1,4.0,8818.0,mix,across,activities,1p2sleeping,conc,act1
101,08ghd74tvd,68,1,"""uw_711""",0,"""p2""",2,grape,#b62ef2,grape,1,4.0,8818.0,mix,across,fruits,1p2grape,abs,fruit1
102,08ghd74tvd,68,1,"""uw_711""",0,"""p2""",2,driving,#ea1d1d,driving,1,4.0,8818.0,mix,across,activities,1p2driving,conc,act1
103,08ghd74tvd,68,1,"""uw_711""",0,"""p2""",2,banana,#d0b85a,banana,1,4.0,8818.0,mix,across,fruits,1p2banana,abs,fruit1
104,08ghd74tvd,69,1,"""uw_711""",0,"""p4""",2,safety,#d0e942,safety,1,4.0,5833.0,mix,across,features,1p4safety,conc,feat2
105,08ghd74tvd,69,1,"""uw_711""",0,"""p4""",2,eggplant,#600b84,eggplant,1,4.0,5833.0,mix,across,vegetables,1p4eggplant,abs,veg2
106,08ghd74tvd,69,1,"""uw_711""",0,"""p4""",2,comfort,#a06776,comfort,1,4.0,5833.0,mix,across,features,1p4comfort,conc,feat2
107,08ghd74tvd,69,1,"""uw_711""",0,"""p4""",2,celery,#0e8a19,celery,1,4.0,5833.0,mix,across,vegetables,1p4celery,abs,veg2
108,08ghd74tvd,70,1,"""uw_711""",0,"""p1""",2,peach,#f1a78a,peach,1,4.0,6514.0,conc,within,fruits,1p1peach,conc,fruit2
109,08ghd74tvd,70,1,"""uw_711""",0,"""p1""",2,corn,#d5b811,corn,1,4.0,6514.0,conc,within,vegetables,1p1corn,conc,veg1
110,08ghd74tvd,70,1,"""uw_711""",0,"""p1""",2,cherry,#ea1d1d,cherry,1,4.0,6514.0,conc,within,fruits,1p1cherry,conc,fruit2
111,08ghd74tvd,70,1,"""uw_711""",0,"""p1""",2,carrot,#cc4f1b,carrot,1,4.0,6514.0,conc,within,vegetables,1p1carrot,conc,veg1
112,08ghd74tvd,72,1,"""uw_710""",0,"""p7""",3,carrot,#ac6619,carrot,1,4.0,12463.0,mix,across,vegetables,1p7carrot,abs,veg1
113,08ghd74tvd,72,1,"""uw_710""",0,"""p7""",3,corn,#d0b85a,corn,1,4.0,12463.0,mix,across,vegetables,1p7corn,abs,veg1
114,08ghd74tvd,72,1,"""uw_710""",0,"""p7""",3,efficiency,#5e78a1,efficiency,1,4.0,12463.0,mix,across,features,1p7efficiency,conc,feat1
115,08ghd74tvd,72,1,"""uw_710""",0,"""p7""",3,speed,#e81a4b,speed,1,4.0,12463.0,mix,across,features,1p7speed,conc,feat1
120,08ghd74tvd,74,1,"""uw_710""",0,"""p5""",3,cherry,#ea1d1d,cherry,1,4.0,5951.0,mix,across,fruits,1p5cherry,abs,fruit2
121,08ghd74tvd,74,1,"""uw_710""",0,"""p5""",3,leisure,#d5a9e4,leisure,1,4.0,5951.0,mix,across,activities,1p5leisure,conc,act2
122,08ghd74tvd,74,1,"""uw_710""",0,"""p5""",3,peach,#f1a78a,peach,1,4.0,5951.0,mix,across,fruits,1p5peach,abs,fruit2
123,08ghd74tvd,74,1,"""uw_710""",0,"""p5""",3,working,#3b3b3b,working,1,4.0,5951.0,mix,across,activities,1p5working,conc,act2
124,08ghd74tvd,75,1,"""uw_710""",0,"""p2""",3,banana,#d0b85a,banana,1,4.0,8038.0,mix,across,fruits,1p2banana,abs,fruit1
125,08ghd74tvd,75,1,"""uw_710""",0,"""p2""",3,driving,#ea1d1d,driving,1,4.0,8038.0,mix,across,activities,1p2driving,conc,act1
126,08ghd74tvd,75,1,"""uw_710""",0,"""p2""",3,grape,#b62ef2,grape,1,4.0,8038.0,mix,across,fruits,1p2grape,abs,fruit1
127,08ghd74tvd,75,1,"""uw_710""",0,"""p2""",3,sleeping,#1c3d61,sleeping,1,4.0,8038.0,mix,across,activities,1p2sleeping,conc,act1
128,08ghd74tvd,76,1,"""uw_710""",0,"""p4""",3,celery,#0e8a19,celery,1,4.0,9575.0,mix,across,vegetables,1p4celery,abs,veg2
129,08ghd74tvd,76,1,"""uw_710""",0,"""p4""",3,comfort,#a06776,comfort,1,4.0,9575.0,mix,across,features,1p4comfort,conc,feat2
130,08ghd74tvd,76,1,"""uw_710""",0,"""p4""",3,eggplant,#600b84,eggplant,1,4.0,9575.0,mix,across,vegetables,1p4eggplant,abs,veg2
131,08ghd74tvd,76,1,"""uw_710""",0,"""p4""",3,safety,#d0e942,safety,1,4.0,9575.0,mix,across,features,1p4safety,conc,feat2
132,08ghd74tvd,77,1,"""uw_710""",0,"""p1""",3,carrot,#cc4f1b,carrot,1,4.0,7894.0,conc,within,vegetables,1p1carrot,conc,veg1
133,08ghd74tvd,77,1,"""uw_710""",0,"""p1""",3,cherry,#ea1d1d,cherry,1,4.0,7894.0,conc,within,fruits,1p1cherry,conc,fruit2
134,08ghd74tvd,77,1,"""uw_710""",0,"""p1""",3,corn,#d5b811,corn,1,4.0,7894.0,conc,within,vegetables,1p1corn,conc,veg1
135,08ghd74tvd,77,1,"""uw_710""",0,"""p1""",3,peach,#f1a78a,peach,1,4.0,7894.0,conc,within,fruits,1p1peach,conc,fruit2
136,08ghd74tvd,78,1,"""uw_710""",0,"""p6""",3,banana,#fcdb42,banana,1,4.0,6456.0,conc,within,fruits,1p6banana,conc,fruit1
137,08ghd74tvd,78,1,"""uw_710""",0,"""p6""",3,celery,#8cf47e,celery,1,4.0,6456.0,conc,within,vegetables,1p6celery,conc,veg2
138,08ghd74tvd,78,1,"""uw_710""",0,"""p6""",3,eggplant,#000000,eggplant,1,4.0,6456.0,conc,within,vegetables,1p6eggplant,conc,veg2
139,08ghd74tvd,78,1,"""uw_710""",0,"""p6""",3,grape,#5e2b3a,grape,1,4.0,6456.0,conc,within,fruits,1p6grape,conc,fruit1
140,08ghd74tvd,79,1,"""uw_710""",0,"""p3""",3,efficiency,#ffffff,speed,0,2.0,12074.0,abs,within,features,1p3efficiency,abs,feat1
141,08ghd74tvd,79,1,"""uw_710""",0,"""p3""",3,leisure,#90689f,leisure,1,2.0,12074.0,abs,within,activities,1p3leisure,abs,act2
142,08ghd74tvd,79,1,"""uw_710""",0,"""p3""",3,speed,#e81a4b,efficiency,0,2.0,12074.0,abs,within,features,1p3speed,abs,feat1
143,08ghd74tvd,79,1,"""uw_710""",0,"""p3""",3,working,#3b3b3b,working,1,2.0,12074.0,abs,within,activities,1p3working,abs,act2
144,08ghd74tvd,80,1,"""uw_710""",0,"""p8""",3,comfort,#a06776,sleeping,0,2.0,7765.0,abs,within,features,1p8comfort,abs,feat2
145,08ghd74tvd,80,1,"""uw_710""",0,"""p8""",3,driving,#ea1d1d,driving,1,2.0,7765.0,abs,within,activities,1p8driving,abs,act1
146,08ghd74tvd,80,1,"""uw_710""",0,"""p8""",3,safety,#d0e942,safety,1,2.0,7765.0,abs,within,features,1p8safety,abs,feat2
147,08ghd74tvd,80,1,"""uw_710""",0,"""p8""",3,sleeping,#000000,comfort,0,2.0,7765.0,abs,within,activities,1p8sleeping,abs,act1
148,08ghd74tvd,82,1,"""uw_710""",2,"""p3""",4,speed,#e81a4b,efficiency,0,2.0,9330.0,abs,within,features,1p3speed,abs,feat1
149,08ghd74tvd,82,1,"""uw_710""",2,"""p3""",4,working,#3b3b3b,working,1,2.0,9330.0,abs,within,activities,1p3working,abs,act2
150,08ghd74tvd,82,1,"""uw_710""",2,"""p3""",4,efficiency,#ffffff,speed,0,2.0,9330.0,abs,within,features,1p3efficiency,abs,feat1
151,08ghd74tvd,82,1,"""uw_710""",2,"""p3""",4,leisure,#90689f,leisure,1,2.0,9330.0,abs,within,activities,1p3leisure,abs,act2
152,08ghd74tvd,83,1,"""uw_710""",2,"""p5""",4,peach,#f1a78a,peach,1,4.0,5951.0,mix,across,fruits,1p5peach,abs,fruit2
153,08ghd74tvd,83,1,"""uw_710""",2,"""p5""",4,working,#3b3b3b,working,1,4.0,5951.0,mix,across,activities,1p5working,conc,act2
154,08ghd74tvd,83,1,"""uw_710""",2,"""p5""",4,cherry,#ea1d1d,cherry,1,4.0,5951.0,mix,across,fruits,1p5cherry,abs,fruit2
155,08ghd74tvd,83,1,"""uw_710""",2,"""p5""",4,leisure,#d5a9e4,leisure,1,4.0,5951.0,mix,across,activities,1p5leisure,conc,act2
160,08ghd74tvd,85,1,"""uw_710""",2,"""p2""",4,grape,#b62ef2,grape,1,4.0,5881.0,mix,across,fruits,1p2grape,abs,fruit1
161,08ghd74tvd,85,1,"""uw_710""",2,"""p2""",4,sleeping,#1c3d61,sleeping,1,4.0,5881.0,mix,across,activities,1p2sleeping,conc,act1
162,08ghd74tvd,85,1,"""uw_710""",2,"""p2""",4,banana,#d0b85a,banana,1,4.0,5881.0,mix,across,fruits,1p2banana,abs,fruit1
163,08ghd74tvd,85,1,"""uw_710""",2,"""p2""",4,driving,#ea1d1d,driving,1,4.0,5881.0,mix,across,activities,1p2driving,conc,act1
164,08ghd74tvd,86,1,"""uw_710""",2,"""p6""",4,eggplant,#000000,eggplant,1,4.0,5199.0,conc,within,vegetables,1p6eggplant,conc,veg2
165,08ghd74tvd,86,1,"""uw_710""",2,"""p6""",4,grape,#5e2b3a,grape,1,4.0,5199.0,conc,within,fruits,1p6grape,conc,fruit1
166,08ghd74tvd,86,1,"""uw_710""",2,"""p6""",4,banana,#fcdb42,banana,1,4.0,5199.0,conc,within,fruits,1p6banana,conc,fruit1
167,08ghd74tvd,86,1,"""uw_710""",2,"""p6""",4,celery,#8cf47e,celery,1,4.0,5199.0,conc,within,vegetables,1p6celery,conc,veg2
168,08ghd74tvd,87,1,"""uw_710""",2,"""p4""",4,eggplant,#600b84,eggplant,1,4.0,7867.0,mix,across,vegetables,1p4eggplant,abs,veg2
169,08ghd74tvd,87,1,"""uw_710""",2,"""p4""",4,safety,#d0e942,safety,1,4.0,7867.0,mix,across,features,1p4safety,conc,feat2
170,08ghd74tvd,87,1,"""uw_710""",2,"""p4""",4,celery,#0e8a19,celery,1,4.0,7867.0,mix,across,vegetables,1p4celery,abs,veg2
171,08ghd74tvd,87,1,"""uw_710""",2,"""p4""",4,comfort,#a06776,comfort,1,4.0,7867.0,mix,across,features,1p4comfort,conc,feat2
172,08ghd74tvd,88,1,"""uw_710""",2,"""p8""",4,safety,#d0e942,safety,1,4.0,11060.0,abs,within,features,1p8safety,abs,feat2
173,08ghd74tvd,88,1,"""uw_710""",2,"""p8""",4,sleeping,#000000,sleeping,1,4.0,11060.0,abs,within,activities,1p8sleeping,abs,act1
174,08ghd74tvd,88,1,"""uw_710""",2,"""p8""",4,comfort,#a06776,comfort,1,4.0,11060.0,abs,within,features,1p8comfort,abs,feat2
175,08ghd74tvd,88,1,"""uw_710""",2,"""p8""",4,driving,#ea1d1d,driving,1,4.0,11060.0,abs,within,activities,1p8driving,abs,act1
176,08ghd74tvd,89,1,"""uw_710""",2,"""p7""",4,efficiency,#5e78a1,efficiency,1,4.0,12922.0,mix,across,features,1p7efficiency,conc,feat1
177,08ghd74tvd,89,1,"""uw_710""",2,"""p7""",4,speed,#e81a4b,speed,1,4.0,12922.0,mix,across,features,1p7speed,conc,feat1
178,08ghd74tvd,89,1,"""uw_710""",2,"""p7""",4,carrot,#ac6619,carrot,1,4.0,12922.0,mix,across,vegetables,1p7carrot,abs,veg1
179,08ghd74tvd,89,1,"""uw_710""",2,"""p7""",4,corn,#d0b85a,corn,1,4.0,12922.0,mix,across,vegetables,1p7corn,abs,veg1
180,08ghd74tvd,90,1,"""uw_710""",2,"""p1""",4,corn,#d5b811,corn,1,4.0,8871.0,conc,within,vegetables,1p1corn,conc,veg1
181,08ghd74tvd,90,1,"""uw_710""",2,"""p1""",4,peach,#f1a78a,peach,1,4.0,8871.0,conc,within,fruits,1p1peach,conc,fruit2
182,08ghd74tvd,90,1,"""uw_710""",2,"""p1""",4,carrot,#cc4f1b,carrot,1,4.0,8871.0,conc,within,vegetables,1p1carrot,conc,veg1
183,08ghd74tvd,90,1,"""uw_710""",2,"""p1""",4,cherry,#ea1d1d,cherry,1,4.0,8871.0,conc,within,fruits,1p1cherry,conc,fruit2
184,08ghd74tvd,92,1,"""uw_711""",2,"""p8""",5,driving,#ea1d1d,driving,1,4.0,8331.0,abs,within,activities,1p8driving,abs,act1
185,08ghd74tvd,92,1,"""uw_711""",2,"""p8""",5,comfort,#a06776,comfort,1,4.0,8331.0,abs,within,features,1p8comfort,abs,feat2
186,08ghd74tvd,92,1,"""uw_711""",2,"""p8""",5,sleeping,#000000,sleeping,1,4.0,8331.0,abs,within,activities,1p8sleeping,abs,act1
187,08ghd74tvd,92,1,"""uw_711""",2,"""p8""",5,safety,#d0e942,safety,1,4.0,8331.0,abs,within,features,1p8safety,abs,feat2
188,08ghd74tvd,93,1,"""uw_711""",2,"""p5""",5,leisure,#d5a9e4,leisure,1,4.0,7517.0,mix,across,activities,1p5leisure,conc,act2
189,08ghd74tvd,93,1,"""uw_711""",2,"""p5""",5,cherry,#ea1d1d,cherry,1,4.0,7517.0,mix,across,fruits,1p5cherry,abs,fruit2
190,08ghd74tvd,93,1,"""uw_711""",2,"""p5""",5,working,#3b3b3b,working,1,4.0,7517.0,mix,across,activities,1p5working,conc,act2
191,08ghd74tvd,93,1,"""uw_711""",2,"""p5""",5,peach,#f1a78a,peach,1,4.0,7517.0,mix,across,fruits,1p5peach,abs,fruit2
196,08ghd74tvd,95,1,"""uw_711""",2,"""p6""",5,celery,#8cf47e,celery,1,4.0,5658.0,conc,within,vegetables,1p6celery,conc,veg2
197,08ghd74tvd,95,1,"""uw_711""",2,"""p6""",5,banana,#fcdb42,banana,1,4.0,5658.0,conc,within,fruits,1p6banana,conc,fruit1
198,08ghd74tvd,95,1,"""uw_711""",2,"""p6""",5,grape,#5e2b3a,grape,1,4.0,5658.0,conc,within,fruits,1p6grape,conc,fruit1
199,08ghd74tvd,95,1,"""uw_711""",2,"""p6""",5,eggplant,#000000,eggplant,1,4.0,5658.0,conc,within,vegetables,1p6eggplant,conc,veg2
